Result,Goals For,Goals Against,Date,gameid,Team,Opponent,Player,Position,TOI,Goals,iXG,Assists,Primary Assists,Secondary Assists,Shot Attempts,Shots,Slot Shots,Rush Chances,Cycle Chances,Forecheck Chances,Rebound Chances,OZ Pass Attempts,Successful OZ Passes,Slot Pass Completions,Total Stretch Pass Attempts,Successful Stretch Pass Attempts,Scoring Chances Generated,Controlled Exits,Controlled Entries,OZ Time of Possession,Pct of Play in OZ,Pct of Play in DZ,Overall Contested LPR Recovery Rate,Player Goals Against,Shot Attempts Against,Shots Against,Slot Attempts Against,Slot Shots Against,OZ Pass Attempts Against,Successful OZ Passes Against,Successful Slot Passes Against,Rush Chances Against,Cycle Chances Against,Forecheck Chances Against,Rebound Chances Against,Penalties Taken,Penalties Drawn,xGF WOI,xGA WOI,xGF%
W,3,2,29/5/2021,48270,CAL,TOR,Alexandra Poznikoff,F,17.29,0,0.15,0,0,0,3,1,1,1,0,0,0,8,5,0,0,0,1,4,3,0.29,0.348,0.463,0.25,1,30,16,16,12,68,50,8,3,6,2,3,0,3,0.19,1.584,0.107
L,2,3,29/5/2021,48270,TOR,CAL,Brianne Jenner,F,21.58,0,0.262,0,0,0,5,3,2,0,2,1,0,20,10,0,0,0,2,4,3,0.35,0.562,0.253,0.25,2,11,9,8,6,42,29,5,4,3,0,2,0,0,2.142,1.32,0.619
L,2,3,29/5/2021,48270,TOR,CAL,Sarah Nurse,F,24.26,0,0.814,1,1,0,16,8,7,2,6,2,1,23,17,3,0,0,10,8,7,0.51,0.499,0.314,0.111,0,25,8,7,4,55,39,2,1,1,1,1,0,1,2.483,0.785,0.76
L,2,3,29/5/2021,48270,TOR,CAL,Natalie Spooner,F,21.18,0,0.426,0,0,0,6,6,5,1,1,0,0,11,7,2,0,0,7,2,1,0.29,0.529,0.303,0.167,0,18,11,4,4,53,39,3,0,1,0,1,0,0,1.946,0.578,0.771
L,2,3,29/5/2021,48270,TOR,CAL,Loren Gabel,F,12.32,0,0.357,0,0,0,7,2,1,1,1,1,1,9,7,0,1,1,1,0,3,0.26,0.453,0.352,0.167,2,9,8,5,5,23,10,1,2,0,1,1,0,0,0.744,0.895,0.454
L,2,3,29/5/2021,48270,TOR,CAL,Jamie Lee Rattray,F,21.03,1,0.802,0,0,0,12,7,5,2,4,1,2,32,19,4,0,0,9,10,11,1.12,0.537,0.277,0.6,2,11,9,8,6,45,29,5,4,3,0,2,0,0,2.038,1.32,0.607
L,2,3,29/5/2021,48270,TOR,CAL,Victoria Bach,F,17.45,0,0.177,1,1,0,3,2,2,1,0,0,0,20,11,1,1,1,3,7,9,1.08,0.5,0.303,0.2,0,17,4,6,3,25,14,0,1,1,1,1,0,0,1.134,0.634,0.641
L,2,3,29/5/2021,48270,TOR,CAL,Brittany Howard,F,16.39,0,0.241,0,0,0,4,2,2,1,0,0,0,20,15,1,0,0,3,3,2,0.52,0.475,0.341,0.222,1,15,4,6,3,27,14,0,1,1,2,0,0,1,1.144,0.455,0.715
L,2,3,29/5/2021,48270,TOR,CAL,Nicole Kosta,F,11.04,0,0.219,0,0,0,6,2,1,0,1,1,0,11,5,0,0,0,1,5,2,0.21,0.437,0.375,0.333,1,7,6,2,2,24,12,0,0,0,1,0,3,0,0.315,0.198,0.614
L,2,3,29/5/2021,48270,TOR,CAL,Shannon Stewart,F,5.58,0,0.427,0,0,0,3,3,3,0,0,0,2,5,3,0,0,0,3,2,0,0.1,0.531,0.291,0,0,7,2,0,0,7,5,0,0,0,0,0,0,0,0.8,0.043,0.949
L,2,3,29/5/2021,48270,TOR,CAL,Kristen Richards,F,8.08,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,0.04,0.369,0.462,0,0,10,3,1,1,25,18,1,0,1,0,0,0,0,0.44,0.1,0.815
L,2,3,29/5/2021,48270,TOR,CAL,Kayla Vespa,F,9.12,0,0.102,0,0,0,1,1,1,1,0,0,0,8,5,1,1,1,2,1,0,0.12,0.495,0.289,0.333,1,6,3,2,1,18,13,2,1,1,0,0,0,0,0.637,0.203,0.758
L,2,3,29/5/2021,48270,TOR,CAL,Madison Field,F,5.02,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,0.05,0.443,0.386,0,0,4,0,0,0,10,8,0,0,0,0,0,0,1,0.367,0.021,0.946
W,4,2,30/5/2021,48531,MTL,TOR,Laura Stacey,F,20.45,0,0.017,1,1,0,2,0,0,0,0,0,0,8,5,0,0,0,0,5,3,0.4,0.33,0.436,0.5,1,23,15,9,7,45,22,2,6,0,0,0,0,0,1.196,0.805,0.598
W,4,2,30/5/2021,48531,MTL,TOR,Jill Saulnier,F,20.15,0,0.176,1,0,1,1,0,0,1,0,0,1,7,3,2,0,0,2,5,3,0.18,0.326,0.458,0.273,1,29,12,10,6,64,35,5,4,3,1,0,0,1,1.595,0.976,0.62
W,4,2,30/5/2021,48531,MTL,TOR,Marie-Philip Poulin,F,24.16,1,0.738,2,2,0,8,6,5,3,2,1,2,14,10,0,2,1,5,10,6,0.4,0.364,0.421,0.5,1,27,12,8,4,66,34,4,2,2,1,0,1,0,1.93,0.834,0.698
W,4,2,30/5/2021,48531,MTL,TOR,Kristin O'Neill,F,12.58,0,0.107,0,0,0,2,0,0,0,0,1,0,9,7,0,1,0,0,2,2,0.2,0.495,0.311,0.333,0,8,3,5,3,8,4,1,2,0,0,0,0,0,0.525,0.405,0.565
W,4,2,30/5/2021,48531,MTL,TOR,Rebecca Leslie,F,11.09,0,0.473,0,0,0,4,2,2,2,0,0,0,1,0,0,0,0,2,4,2,0.06,0.444,0.323,0.25,0,6,2,3,1,12,7,1,1,0,0,0,1,0,0.729,0.221,0.767
W,4,2,30/5/2021,48531,MTL,TOR,Emily Clark,F,26.56,0,0.138,0,0,0,6,4,0,0,0,0,0,6,1,0,0,0,0,10,6,0.21,0.326,0.448,0.214,1,33,19,12,8,65,33,4,6,1,1,0,0,0,1.495,1.135,0.568
W,4,2,30/5/2021,48531,MTL,TOR,Jessie Eldridge,F,18.48,1,0.685,1,1,0,8,6,2,3,0,0,1,11,8,3,0,0,5,7,4,0.26,0.367,0.421,0.286,1,25,11,9,5,39,21,3,3,2,1,0,0,0,1.755,0.841,0.676
W,4,2,30/5/2021,48531,MTL,TOR,Sarah Lefort,F,17.03,1,1.023,0,0,0,3,2,0,0,0,0,0,2,2,0,0,0,0,7,2,0.12,0.302,0.433,0,1,24,13,10,6,39,21,2,5,1,1,0,0,1,1.084,0.882,0.552
W,4,2,30/5/2021,48531,MTL,TOR,Alexandra Labelle,F,11.15,0,0.044,0,0,0,1,1,1,1,0,0,0,8,6,1,0,0,2,4,1,0.22,0.49,0.29,0.4,0,5,2,3,1,5,3,0,2,0,0,0,0,0,0.555,0.203,0.732
W,4,2,30/5/2021,48531,MTL,TOR,Catherine Dubois,F,3.48,1,0.216,0,0,0,2,1,1,0,0,1,0,2,2,0,0,0,1,1,1,0.14,0.468,0.38,0.333,0,5,2,1,0,11,7,0,1,0,0,0,0,0,0.247,0.104,0.705
L,2,4,30/5/2021,48531,TOR,MTL,Brianne Jenner,F,27.09,1,0.498,0,0,0,8,3,3,2,1,1,0,17,8,0,0,0,3,5,6,0.37,0.41,0.395,0.444,4,29,18,13,10,67,42,5,7,0,1,5,0,0,1.014,2.974,0.254
L,2,4,30/5/2021,48531,TOR,MTL,Sarah Nurse,F,23.58,1,0.246,1,1,0,9,7,4,4,0,0,0,15,10,0,1,1,4,9,13,0.33,0.475,0.294,0.143,1,13,7,3,2,23,12,2,2,0,1,0,1,1,0.831,1.444,0.365
L,2,4,30/5/2021,48531,TOR,MTL,Natalie Spooner,F,26.14,0,0.371,0,0,0,8,5,3,3,0,1,0,10,3,0,1,0,3,10,8,0.32,0.429,0.332,0.333,0,21,9,6,3,35,23,4,4,1,1,0,0,0,1.042,0.957,0.521
L,2,4,30/5/2021,48531,TOR,MTL,Loren Gabel,F,13.31,0,0.232,0,0,0,4,2,1,1,1,0,0,7,3,1,0,0,2,3,2,0.13,0.416,0.335,0.667,0,9,2,3,0,13,10,1,1,1,1,0,0,0,0.769,0.408,0.654
L,2,4,30/5/2021,48531,TOR,MTL,Jamie Lee Rattray,F,24.18,0,0.05,0,0,0,3,2,1,1,0,0,0,17,10,1,0,0,2,8,3,0.34,0.412,0.383,0.533,3,20,14,11,9,56,32,3,7,1,0,5,1,0,0.977,2.433,0.286
L,2,4,30/5/2021,48531,TOR,MTL,Victoria Bach,F,21.44,0,0.317,0,0,0,8,6,2,1,1,0,0,19,9,1,0,0,3,5,10,1.02,0.469,0.306,0.333,2,15,8,5,3,19,8,3,2,0,2,0,0,1,0.846,1.764,0.324
L,2,4,30/5/2021,48531,TOR,MTL,Brittany Howard,F,15.18,0,0.143,0,0,0,4,2,1,0,0,0,0,9,5,0,0,0,1,2,0,0.29,0.422,0.352,0.364,2,14,10,8,5,25,11,4,5,0,2,3,0,1,0.413,1.089,0.275
L,2,4,30/5/2021,48531,TOR,MTL,Nicole Kosta,F,12.17,0,0.076,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,2,0,0.07,0.353,0.384,0,1,13,5,4,1,22,13,1,2,2,1,0,0,0,0.6,1.338,0.309
L,2,4,30/5/2021,48531,TOR,MTL,Shannon Stewart,F,1.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273,0.463,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0.225,0
L,2,4,30/5/2021,48531,TOR,MTL,Kristen Richards,F,2.1,0,0.066,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207,0.626,0,0,2,0,0,0,16,7,0,0,0,0,0,0,0,0.077,0.064,0.546
L,2,4,30/5/2021,48531,TOR,MTL,Kayla Vespa,F,6.21,0,0.027,0,0,0,2,2,0,0,0,0,0,3,1,0,0,0,0,2,2,0.08,0.403,0.374,1,0,4,2,0,0,11,7,0,0,0,0,0,0,0,0.381,0.048,0.888
L,2,4,30/5/2021,48531,TOR,MTL,Madison Field,F,1.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.591,0.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021,0,1
